player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,Year,Category,smart_id,college_conference,college_name,draft_club,draftround,draft_number,rookie_year,season
segun olubi,128312,LB,IND,5,4,0,57.1,0,0,14,0,0,66.9,56.2,79.4,64.9,44.1,29.5,0,0,0,1,8,25,6,0,0,25,4,0,0,100,0,62,115,4,0,0,4,0,1,111,4,49,9,8,14,0,7,0,0,25,7,6.3,2023,Defense,32004f4c-5511-8654-e618-818cbfa5d0c2,Mountain West Conference,San Diego State,NA,UDFA,NA,2022,2
lukas van ness,129482,ED,GB,19,6,1,100,0,0,12,0,0,71.7,62.3,74.8,58.5,60.7,69.3,5,11,0,0,5,6.1,2,0,1,87.5,1,6,0,0,0,6,444,442,0,3,426,13,0,2,238,200,1,21,25,4,1,22,0,5,0,5,2023,Defense,32005641-4e63-9767-91e9-a7147693e290,Big Ten Conference,Iowa,GB,1,13,2023,1
jakorian bennett,129496,CB,LV,12,6,0,65.6,0,0,23,0,0,41.1,42.4,84.4,NA,49.4,44.1,0,0,0,0,51,17.9,7,3,4,102.3,21,0,0,35,306,223,361,5,0,0,5,0,0,356,0,138,14,6,26,0,32,0,1,270,115,12.9,2023,Defense,32004245-4e35-1736-3c9a-75895b4e9970,Big Ten Conference,Maryland,LV,4,104,2023,1
jiayir brown,129767,FS,SF,12,10,0,69.6,0,0,28,0,0,71.5,73.4,85.9,56.9,72.7,72.8,0,3,0,3,41,10.3,6,2,0,87.9,16,0,0,78,2,371,546,11,0,0,11,0,389,535,8,167,65,9,42,0,23,3,2,212,100,13.3,2023,Defense,32004252-4f49-2777-600c-5206658f7fd5,Big Ten Conference,Penn State,SF,3,87,2023,1
nick herbig,129920,ED,PIT,18,5,0,100,0,2,25,1,0,44.3,81,83.3,81.6,78.1,35.2,0,7,0,0,14,17.4,4,0,0,109.4,4,3,0,3,1,23,211,201,0,3,198,0,0,10,81,107,6,13,14,3,4,10,0,41,36,10.3,2023,Defense,32004845-5204-2107-989b-b9a0ebf10845,Big Ten Conference,Wisconsin,PIT,4,132,2023,1
christian gonzalez,131679,CB,NE,4,3,0,66.7,0,0,19,0,0,79.3,80.8,82.4,75.1,71.3,79,0,0,0,1,23,5.3,1,2,0,67.5,16,1,0,10,177,127,209,0,0,0,0,0,4,209,2,80,18,6,15,0,24,1,0,157,49,9.8,2023,Defense,3200474f-4e58-9051-6a8a-dad946986fed,Pacific Twelve Conference,Oregon,NE,1,17,2023,1
noah sewell,131722,LB,CHI,5,1,0,NA,0,0,6,0,0,78.8,86.5,72,NA,74.8,77.6,0,0,0,0,NA,0,0,0,0,0,0,0,0,20,0,4,27,2,0,0,2,0,0,25,0,23,5,2,3,0,0,0,0,0,0,NA,2023,Defense,32005345-5745-9337-b3d8-84063b8930fa,Pacific Twelve Conference,Oregon,CHI,5,148,2023,1
tuli tuipulotu,131840,ED,LAC,17,10,1,84.6,0,2,27,1,0,30.1,71,90.4,61.1,88.4,41.3,7,36,0,0,19,21,13,0,1,120.2,11,8,0,18,6,69,852,810,0,5,796,9,0,42,444,339,18,34,39,6,13,51,1,87,66,7.9,2023,Defense,32005455-4972-0077-cdfc-f4d029d13b39,Pacific Twelve Conference,Southern California,LAC,2,54,2023,1
clark phillips,131871,CB,ATL,7,4,0,51.7,0,0,2,0,0,58.5,59,40.9,55,65,46.6,0,1,0,0,29,18.2,6,3,6,93.3,15,0,0,39,337,231,414,3,0,0,3,0,2,411,2,181,33,9,23,1,29,1,2,175,49,11.7,2023,Defense,32005048-4967-2138-705f-d3b4ab36a39f,Pacific Twelve Conference,Utah,ATL,4,113,2023,1
jaylen watson,131960,CB,KC,20,0,0,54,0,0,16,0,0,66.2,68.5,86.7,71.7,70.6,79.3,0,0,0,0,29,5.6,2,7,3,104.3,27,2,0,27,471,380,533,17,0,0,17,0,0,516,10,143,16,14,34,1,50,2,5,286,82,10.6,2023,Defense,32005741-5441-1506-d620-e1195b6dd067,Pacific Twelve Conference,Washington State,KC,7,243,2022,2
tre hawkins,145387,CB,NYG,10,8,0,80.8,0,0,21,0,0,47.2,52.6,83.8,NA,74.5,63.5,0,0,0,0,69,10.5,4,2,4,157.2,21,0,0,32,285,211,346,0,0,0,0,0,1,346,0,135,28,2,26,0,26,0,3,330,126,15.7,2023,Defense,32004841-5763-5317-9487-f6f5e3db4225,Conference USA,Old Dominion,NYG,6,209,2023,1
thomas incoom,145694,ED,DEN,4,1,0,NA,1,0,10,0,0,NA,31.2,0,51.5,48.6,27.7,0,0,0,0,NA,33.3,1,0,1,0,0,0,0,0,0,0,20,20,0,0,20,0,0,0,9,11,0,0,1,0,0,0,0,0,0,NA,2023,Defense,3200494e-4348-5869-a898-f9df3b757973,Mid-American Conference,Central Michigan,NA,UDFA,NA,2023,1
byron young,146932,ED,LA,18,11,0,81.8,1,2,26,1,0,68.3,64.1,74,60.2,61.6,42.6,13,30,0,0,12,19.1,13,0,2,115.9,9,8,0,3,1,132,1021,982,0,0,977,5,0,39,518,371,35,33,44,3,11,51,1,50,47,5.6,2023,Defense,3200594f-5512-7040-ee4b-f8bc5d0b4a6e,Southeastern Conference,Tennessee,LA,3,77,2023,1
tk mclendon,150239,DI,TEN,7,5,0,NA,0,0,31,1,0,60,47.5,79.9,55.4,42.7,27.2,0,0,0,0,NA,20,2,0,0,0,0,0,0,0,0,0,101,101,0,29,12,60,0,0,42,59,0,3,3,0,0,0,0,0,0,NA,2023,Defense,32004d43-4c60-5621-17bb-f6b9388169b4,Ohio Valley Conference,Eastern Kentucky,NA,UDFA,NA,2023,1
joshua pryor,153400,ED,WAS,1,0,0,NA,0,0,32,0,0,NA,58.9,67,58.5,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,2023,Defense,32005052-5945-2541-9c0b-c0d3047ac86c,Central Intercollegiate Athletic Association,Bowie State,NA,UDFA,NA,2023,1
sam roberts,156069,DI,NE,7,2,0,NA,0,0,19,0,0,NA,47.3,80.1,60,39.7,45.3,0,4,0,0,NA,16.7,1,0,0,0,0,1,0,0,0,0,101,100,1,50,7,42,0,1,56,45,0,2,3,0,0,5,0,0,0,NA,2023,Defense,3200524f-4224-0088-b0b9-2cc054ba717d,Mid-America Intercollegiate Athletic Association,Northwest Missouri State,NE,6,200,2022,2
kader kohou,156070,SLOT,MIA,18,9,1,83.5,2,0,17,1,0,62,64.8,43.6,88.7,69.8,42.6,4,0,0,0,55,15.9,13,2,4,132.9,71,1,0,91,242,640,985,4,0,0,4,0,1,981,17,328,647,23,60,4,85,5,7,791,342,11.1,2023,Defense,32004b4f-4846-1435-3190-0e6a8cdde7a0,Lone Star Conference,Texas A&amp;M-Commerce,NA,UDFA,NA,2022,2
joshua williams,156083,CB,KC,20,4,0,41.4,0,0,16,0,0,75.2,74.4,86.5,52.7,62.6,77.3,0,0,0,0,18,4.2,1,4,2,74.4,12,0,0,19,374,310,420,10,0,0,10,0,2,410,4,106,12,8,19,1,29,0,2,103,27,8.6,2023,Defense,32005749-4c39-0045-26bc-da18b5af59e0,Central Intercollegiate Athletic Association,Fayetteville State,KC,4,135,2022,2
gregory junior,156090,SLOT,JAX,5,4,1,88.9,0,0,15,0,0,55.5,65.2,80.3,77.8,84.7,67.4,0,0,0,0,13,0,0,0,0,95.4,8,0,0,11,19,52,94,1,0,0,1,0,0,93,2,40,62,2,7,1,9,0,0,62,21,7.8,2023,Defense,32004a55-4e17-1741-8e96-21072271a5c7,Great American Conference,Ouachita Baptist,JAX,6,197,2022,2
dallis flowers,156091,CB,IND,4,2,0,61.1,0,0,14,0,0,70.6,66.4,84.2,NA,45,34.6,0,0,0,0,24,21.1,4,3,0,98.1,11,0,0,22,275,176,304,6,0,0,6,0,0,298,0,128,1,3,13,1,18,0,1,115,29,10.5,2023,Defense,3200464c-4f32-0115-6211-30fcc43a9886,Mid-America Intercollegiate Athletic Association,Pittsburg State,NA,UDFA,NA,2022,2
jeremiah pharms,156117,NT,NE,12,3,0,NA,0,0,19,1,0,71.7,69.9,80.5,68.9,59.5,35.2,0,3,0,0,NA,20,2,0,0,0,0,0,0,0,0,0,90,90,48,35,0,7,0,0,42,48,0,3,5,0,0,3,0,0,0,NA,2023,Defense,32005048-4141-5666-95e6-9b0926d3d507,Kansas Collegiate Athletic Conference,Friends,NA,UDFA,NA,2022,2
caleb murphy,169634,ED,TEN,2,0,0,NA,0,0,31,0,0,NA,57.8,71.7,57.9,60,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,NA,2023,Defense,32004d55-5218-6262-c4e2-7739045c2a95,Great Lakes Intercollegiate Athletic Conference,Ferris State,NA,UDFA,NA,2023,1
nick whiteside,169772,CB,WAS,1,0,0,NA,0,0,32,0,0,64.6,55.3,71.9,NA,46.2,23.2,0,0,0,0,NA,100,1,0,0,0,0,0,0,2,13,5,15,0,0,0,0,0,0,15,0,10,0,0,0,0,0,0,0,0,0,NA,2023,Defense,32005748-4965-0907-e3e6-2587e017c8c9,Great Lakes Intercollegiate Athletic Conference,Saginaw Valley State,NA,UDFA,NA,2023,1
anthony kendall,169860,S,TEN,2,0,0,NA,0,0,31,0,0,60.5,61.3,65.3,NA,60,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,NA,2023,Defense,32004b45-4e01-5905-344a-b422f79ee834,Ohio Athletic Conference,Baldwin-Wallace,NA,UDFA,NA,2023,1
jeremiah moon,26453,ED,PIT,9,0,0,50,0,0,25,0,0,46,44.2,81.8,46.5,53.5,69.2,0,2,0,0,9,0,0,0,0,62.5,1,0,0,0,0,4,117,117,0,1,116,0,0,0,65,48,0,0,1,0,2,2,0,9,4,9,2024,Defense,32004d4f-4f06-0557-cd94-c172c9223944,Southeastern Conference,Florida,NA,UDFA,NA,2022,3
brenden schooler,28253,FS,NE,8,2,0,0,0,0,19,0,0,57.2,67.2,78.7,82.3,61.2,79.5,1,1,0,0,NA,0,0,0,0,39.6,0,2,0,8,1,33,51,11,0,0,11,0,26,40,9,9,4,2,0,0,2,4,0,0,0,NA,2024,Defense,32005343-4846-9730-87cd-10bdd7cd6cc3,Big Twelve Conference,Texas,NA,UDFA,NA,2022,3
jack jones,29050,CB,LV,17,12,0,65.9,3,0,23,0,0,52.9,53.9,45.5,80.2,58.6,39.1,0,0,1,3,62,17.4,15,10,7,115.8,54,0,0,97,882,647,1047,22,0,0,22,0,1,1025,4,396,45,22,59,3,82,0,10,679,295,12.6,2024,Defense,32004a4f-4e40-3934-31a5-290d0def1a4b,Pacific Twelve Conference,Arizona State,NE,4,121,2022,3
eric johnson,33698,NT,NE,11,8,0,NA,0,0,19,0,0,62.3,54.2,83.1,58.3,50.4,61.5,1,3,0,0,NA,6.3,1,0,0,0,0,0,0,0,0,0,178,178,71,73,3,31,0,0,69,109,0,3,7,0,0,4,0,0,0,NA,2024,Defense,32004a4f-4822-7083-8c6a-4071956ca3b3,Missouri Valley Football Conference,Missouri State,IND,5,159,2022,3
josh butler,35097,CB,DAL,4,5,0,68.4,0,0,9,0,0,47.9,49.9,80.5,63.6,58,70.2,0,0,0,0,26,8.7,2,2,1,87.8,13,1,0,13,140,103,160,2,0,0,2,0,0,158,0,57,5,3,16,0,19,1,0,131,37,10.1,2024,Defense,32004255-4c72-6629-960c-8e55d85e88e9,Big Ten Conference,Michigan State,NA,UDFA,NA,2023,2
cameron goode,38410,ED,MIA,2,0,0,NA,0,0,17,0,0,62,55.6,73.5,52.2,60,NA,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,2,12,12,0,0,12,0,0,0,9,1,0,0,0,0,0,1,0,0,0,NA,2024,Defense,3200474f-4f08-6516-3a38-7f8486d00ff9,Pacific Twelve Conference,California,MIA,7,224,2022,3
tomon fox,42486,ED,NYG,10,6,0,100,0,0,21,0,0,49.2,62.2,84.1,60.6,63.9,29,2,0,0,0,16,26.7,4,0,0,111.1,3,1,0,8,0,12,207,185,0,0,183,2,0,22,85,110,13,5,5,1,3,3,0,32,42,10.7,2024,Defense,3200464f-5871-8674-6e49-2a3d0e25ce8b,Atlantic Coast Conference,North Carolina,NA,UDFA,NA,2022,3
keir thomas,42509,ED,LA,3,2,0,NA,0,0,26,0,0,63.8,52.8,6.7,67.9,48.3,57.1,0,4,0,0,NA,16.7,1,0,1,0,0,0,0,0,0,4,62,62,0,0,61,1,0,0,27,31,0,2,3,1,0,4,0,0,0,NA,2024,Defense,32005448-4f26-6349-aec0-af203ab75a36,Atlantic Coast Conference,Florida State,NA,UDFA,NA,2022,3
nazeeh johnson,42553,CB,KC,16,13,0,63.3,1,0,16,0,0,50.2,52.7,85.8,64.1,60,74.8,0,3,0,0,47,6.9,4,1,2,110.1,31,1,0,42,459,348,528,14,0,0,14,0,0,514,9,171,13,15,41,2,49,4,2,490,171,15.8,2024,Defense,32004a4f-4855-1616-2498-d10364740482,Conference USA,Marshall,KC,7,259,2022,3
curtis robinson,42871,LB,SF,1,0,0,NA,0,0,28,0,0,NA,61.6,60.1,NA,60,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,2024,Defense,3200524f-4238-4888-65bb-bd7a23217dd3,Pacific Twelve Conference,Stanford,NA,UDFA,NA,2021,4
darrell baker,43542,CB,TEN,14,4,0,59,0,0,31,0,0,62.8,65.5,86.6,60,72.7,47,0,0,0,0,47,11.1,4,3,1,117.9,23,0,0,40,571,365,626,7,0,0,7,0,4,619,1,260,4,8,28,1,39,0,4,304,124,13.2,2024,Defense,32004241-4b78-5445-4d43-3ee85cdf8080,Sun Belt Conference,Georgia Southern,NA,UDFA,NA,2022,3
ben stille,43555,DI,ARZ,6,1,1,NA,0,0,1,1,0,NA,47.7,80.7,56.8,41.9,26.8,0,4,0,0,NA,50,2,0,0,0,0,1,0,1,0,0,120,119,4,72,4,39,0,1,80,40,0,2,1,0,0,5,0,0,0,NA,2024,Defense,32005354-4939-9952-cb4a-e35a8aabba15,Big Ten Conference,Nebraska,NA,UDFA,NA,2022,3
jake hansen,43645,LB,HST,7,4,0,88.9,0,0,13,0,0,62.7,78,80.6,64.2,85.5,60.1,0,1,0,0,16,10.5,2,0,0,124.5,8,1,0,107,0,70,136,4,0,0,4,0,0,132,10,56,23,8,13,1,9,2,1,45,40,5.6,2024,Defense,32004841-4e57-6361-59e4-2dd889e0de91,Big Ten Conference,Illinois,NA,UDFA,NA,2022,3
elijah garcia,44498,DI,NYG,5,6,0,NA,1,0,21,1,0,60,66.5,82.3,57.3,68.5,75.7,1,2,0,0,NA,0,0,0,1,0,0,1,0,0,0,1,143,143,1,63,34,45,0,0,78,64,0,6,8,3,0,4,0,0,0,NA,2024,Defense,32004741-5207-0519-5208-9791c3b6f091,Conference USA,Rice,NA,UDFA,NA,2022,3
luke masterson,45046,LB,LV,4,4,0,62.5,0,0,23,0,0,29.8,46.7,79.1,61.5,77.1,28.5,0,0,0,0,17,27.8,5,0,0,79.2,5,0,0,82,0,54,102,15,0,0,15,0,0,87,7,41,5,3,9,0,8,0,0,48,35,9.6,2024,Defense,32004d41-5369-0565-639a-efcac2fd70d3,Atlantic Coast Conference,Wake Forest,NA,UDFA,NA,2022,3
eyioma uwazurike,45414,DI,DEN,4,6,0,NA,0,0,10,0,0,NA,76.2,78.2,60.9,75.8,74,0,2,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,63,63,0,38,2,23,0,0,24,39,0,4,3,0,0,3,0,0,0,NA,2024,Defense,32005557-4118-9231-ead9-e9cc16e8088b,Big Twelve Conference,Iowa State,DEN,4,116,2022,3
stantley thomas-oliver,47981,SLOT,DET,1,0,0,NA,0,0,11,0,0,60,62.1,64.4,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,2024,Defense,32005448-4f42-1309-4f2d-70068c496959,Conference USA,Florida International,CAR,7,221,2020,5
jaylon jones,49374,CB,CHI,4,3,0,70,0,0,6,0,0,71,71.7,78.4,NA,66.4,82.5,0,0,0,0,24,0,0,2,0,92.1,7,0,0,5,64,56,76,1,0,0,1,0,4,75,0,20,2,0,8,0,10,0,0,76,13,10.9,2024,Defense,32004a4f-4e44-9715-dc83-f5eb77c43e5c,Southeastern Conference,Mississippi,NA,UDFA,NA,2022,3
christian rozeboom,49862,LB,LA,18,46,0,78.4,0,0,26,0,0,51.2,53.5,66,51,58.6,64.1,0,6,0,1,41,11.4,19,3,1,117.3,58,1,0,820,3,505,956,52,0,0,52,0,0,904,38,413,80,43,102,3,74,7,4,680,530,11.7,2024,Defense,3200524f-5a04-9834-196a-747537daff33,Missouri Valley Football Conference,South Dakota State,NA,UDFA,NA,2020,5
marcelino mccrary-ball,51112,LB,NYJ,2,0,0,NA,0,0,22,0,0,60,75.4,64.7,NA,60.6,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,NA,2024,Defense,32004d43-4366-1804-33a5-7fdeaa9353cd,Big Ten Conference,Indiana,NA,UDFA,NA,2022,3
claudin cherelus,52094,LB,CAR,5,5,0,83.3,0,0,5,0,0,61.1,63.3,78,71.9,60.8,36.1,1,0,0,0,19,20,5,0,0,102.1,5,0,0,138,0,68,158,4,0,0,4,0,0,154,6,84,15,7,15,0,6,1,0,51,23,10.2,2024,Defense,32004348-4524-7405-419d-6ea0a41f5c6d,Southwestern Athletic Conference,Alcorn State,NA,UDFA,NA,2023,2
ivan pace,53587,LB,MIN,12,25,0,82.8,0,0,18,1,1,29.3,63,14.1,83.9,87,44.8,5,12,0,1,35,14.3,12,0,2,117.2,24,3,0,415,0,175,454,30,0,0,30,0,1,424,84,195,8,36,47,7,29,20,2,292,158,12.2,2024,Defense,32005041-4322-7420-e151-cbb8330c9baa,American Athletic Conference,Cincinnati,NA,UDFA,NA,2023,2
carrington valentine,53750,CB,GB,14,10,0,81.8,1,2,12,0,0,71.4,65.5,56.2,56.2,40.5,39.9,0,0,0,2,31,20,9,3,2,82.8,27,0,0,34,542,371,606,18,0,0,18,0,0,588,1,234,12,7,26,1,33,0,0,328,168,12.1,2024,Defense,32005641-4c32-6982-299a-6d8af31b45ab,Southeastern Conference,Kentucky,GB,7,232,2023,2
cj brewer,54409,DI,TB,12,2,2,NA,0,0,30,0,0,55.1,42.9,44.6,56.3,44.2,28.2,1,1,0,0,NA,23.1,3,0,1,0,0,1,0,0,0,3,159,159,22,101,6,30,0,0,101,55,0,4,8,1,0,3,0,0,0,NA,2024,Defense,32004252-4563-7131-3073-6bbfcf080e26,Sun Belt Conference,Coastal Carolina,NA,UDFA,NA,2022,3
benton whitley,54444,ED,ARZ,1,0,0,NA,0,0,1,0,0,NA,57.9,67.7,59.1,60,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,2024,Defense,32005748-4966-4905-2560-36bcd3e2e369,Patriot League,Holy Cross,NA,UDFA,NA,2022,3
coby bryant,55088,FS,SEA,15,6,0,80,0,2,29,0,0,68,72.8,89.9,70.6,79.5,74.9,2,3,1,3,41,10.5,8,3,0,75.9,20,0,0,78,2,494,785,12,0,0,12,0,651,773,6,285,42,15,62,1,25,5,1,213,57,10.7,2024,Defense,32004252-5931-5524-34ba-e97d65e0393c,American Athletic Conference,Cincinnati,SEA,4,109,2022,3
boye mafe,55220,ED,SEA,15,8,2,75,0,1,29,0,0,67.3,75.2,75.2,65.7,77.8,66,5,36,0,0,15,20.5,8,1,1,85.9,6,6,0,17,1,61,607,576,0,0,574,2,1,31,344,202,12,19,23,2,8,47,0,41,33,6.8,2024,Defense,32004d41-4641-5291-9981-cb7520c897a8,Big Ten Conference,Minnesota,SEA,2,40,2022,3
esezi otomewo,55221,DI,JAX,4,2,0,NA,0,0,15,0,0,59.8,46.6,80,71.5,29.8,70.9,1,6,0,0,NA,0,0,0,0,0,0,1,0,0,0,2,90,90,0,77,0,13,0,0,53,35,0,1,1,0,0,8,0,0,0,NA,2024,Defense,32004f54-4f20-7645-aebd-58df974e1ca7,Big Ten Conference,Minnesota,MIN,5,165,2022,3
mark robinson,55265,LB,PIT,4,0,0,NA,0,0,25,0,0,64,71.2,68.6,56.2,71.1,71.4,0,1,0,0,NA,0,0,0,0,0,0,0,0,11,1,5,13,0,0,0,0,0,0,13,1,7,1,1,1,0,0,1,0,0,0,NA,2024,Defense,3200524f-4262-9703-a37e-65f4ef7b8ee7,Southeastern Conference,Mississippi,PIT,7,225,2022,3
tycen anderson,55351,S,CIN,1,0,0,NA,0,0,7,0,0,60.7,70.9,60,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,2024,Defense,3200414e-4452-4004-7bac-78ca1684b30d,Mid-American Conference,Toledo,CIN,5,166,2022,3
kalia davis,55389,DI,SF,13,5,1,NA,0,0,28,0,0,67.3,47.3,59.8,53.8,42.5,46,0,2,0,1,NA,6.7,1,0,1,0,0,0,0,0,0,1,259,259,5,225,0,29,0,0,117,141,0,5,9,0,0,2,0,0,0,NA,2024,Defense,32004441-5649-9582-57b7-60e9bb6e636d,American Athletic Conference,Central Florida,SF,6,220,2022,3
jasir taylor,55426,SLOT,LAC,14,5,0,72.4,0,0,27,1,0,57.7,56.7,33.4,48.1,62.9,39.5,1,3,0,0,42,16.7,4,3,2,147,21,0,0,22,9,271,353,10,0,0,10,0,1,343,13,69,311,7,15,1,29,4,5,313,97,14.9,2024,Defense,32005441-5933-6112-1646-dede62ea9c84,Atlantic Coast Conference,Wake Forest,LAC,6,214,2022,3
elijah hicks,55584,FS,CHI,8,13,0,50,0,0,6,2,0,64,71.8,87.4,60,81.6,81.7,0,0,0,0,21,5.6,2,1,1,114.6,4,0,0,69,0,206,356,12,0,0,12,0,244,344,1,149,31,1,21,0,8,0,1,60,3,15,2024,Defense,32004849-4344-1890-2244-3e3ca04c5508,Pacific Twelve Conference,California,CHI,7,254,2022,3
josh blackwell,55589,SLOT,CHI,6,0,0,62.5,0,0,6,0,0,61.2,58.1,78,54.5,45.3,43.2,0,2,0,1,15,25,2,0,0,41.7,5,0,0,10,1,75,102,2,0,0,2,0,4,100,6,21,85,1,6,0,8,2,0,52,28,10.4,2024,Defense,3200424c-4135-0385-1bfd-b61dfb5f22f3,Atlantic Coast Conference,Duke,NA,UDFA,NA,2022,3
russ yeast,55629,FS,HST,2,0,0,NA,0,0,13,0,0,30.4,28.4,74.7,NA,60,77.2,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,0,14,21,0,0,0,0,0,18,21,0,7,0,0,1,0,0,0,0,0,0,NA,2024,Defense,32005945-4152-5112-3001-0e8ff46b01f3,Big Twelve Conference,Kansas State,LA,7,253,2022,3
marcus jones,55717,CB,NE,14,7,0,60.3,2,0,19,1,0,67.1,70.2,52.9,45,88.2,82.7,0,2,0,1,45,8.2,5,6,5,92.4,38,0,0,40,216,385,586,5,0,0,5,0,46,581,13,188,279,15,49,1,63,2,3,466,182,12.3,2024,Defense,32004a4f-4e58-7578-6b87-c99102b3d30d,American Athletic Conference,Houston,NE,3,85,2022,3
jamarcus ingram,55738,SLOT,BUF,15,3,0,73.9,0,0,4,0,0,48.7,53.9,17.5,92,68.2,44.2,0,1,1,2,24,21.1,4,2,3,90.9,17,1,0,13,57,156,217,10,0,0,10,0,2,207,4,57,133,7,12,1,23,2,2,190,102,11.2,2024,Defense,3200494e-4754-5433-6702-5b4c59aca3a8,Mid-American Conference,Buffalo,NA,UDFA,NA,2022,3
faion hicks,55748,CB,SEA,2,0,0,NA,0,0,29,0,0,60,68.9,69.3,NA,67.1,74.9,0,0,0,0,NA,0,0,0,0,0,0,0,0,6,3,1,14,0,0,0,0,0,0,14,0,13,5,0,2,0,0,0,0,0,0,NA,2024,Defense,32004849-4346-5822-7f92-6bb6a3ca60e4,Big Ten Conference,Wisconsin,DEN,7,232,2022,3
montaric brown,55797,CB,JAX,17,14,0,69.1,0,0,15,0,0,61.6,62.3,63.8,NA,64,71.3,0,0,0,1,45,9.6,8,5,6,103.6,56,0,0,71,754,519,855,7,0,0,7,0,0,848,0,336,23,26,61,7,81,0,4,634,197,11.3,2024,Defense,32004252-4f56-5972-2e0a-45f2ccf2023c,Southeastern Conference,Arkansas,JAX,7,222,2022,3
arron mosby,55908,ED,GB,10,0,0,0,0,0,12,0,0,75.8,62.5,83.6,49.6,67.7,46.7,1,8,0,0,NA,22.2,2,1,0,39.6,0,1,0,1,0,13,150,149,0,4,141,4,0,1,85,52,0,4,7,1,2,10,0,0,0,NA,2024,Defense,32004d4f-5300-8081-aad8-2b0095b8cdc4,Mountain West Conference,Fresno State,NA,UDFA,NA,2022,3
ameer speed,55918,CB,CHI,1,0,0,NA,0,0,6,0,0,61.5,63.3,66,NA,60,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,1,2,2,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,NA,2024,Defense,32005350-4516-6447-f2d6-d984142ee220,Big Ten Conference,Michigan State,NE,6,214,2023,2
bryan cook,55940,FS,KC,18,15,0,66.7,0,0,16,0,0,51.7,60,89.3,55.1,79.9,87,0,0,0,2,38,5.6,5,0,0,90.8,26,0,0,296,1,664,1013,16,0,0,16,0,580,997,2,347,120,13,69,1,39,0,2,350,164,13.5,2024,Defense,3200434f-4f01-6900-8a81-c01952fe3f0f,American Athletic Conference,Cincinnati,KC,2,62,2022,3
tony adams,55953,S,NYJ,14,25,0,77.8,0,0,22,0,0,67.5,66.4,84.3,64.7,59.4,57.1,1,3,0,1,44,13.5,12,5,4,103.1,21,1,0,375,6,435,764,12,0,0,12,0,258,752,15,314,113,17,52,2,27,5,1,256,137,12.2,2024,Defense,32004144-4167-9550-1d54-314c28732948,Big Ten Conference,Illinois,NA,UDFA,NA,2022,3
raheem layne,55960,FS,NYG,1,0,0,NA,0,0,21,0,0,65,67.9,73.8,NA,62.2,80.1,0,0,0,0,NA,0,0,0,0,0,0,0,0,7,0,11,22,1,0,0,1,0,14,21,0,11,0,1,3,0,0,0,0,0,0,NA,2024,Defense,32004c41-5955-3130-c4cb-17782af043c8,Big Ten Conference,Indiana,NA,UDFA,NA,2022,3
markquese bell,56033,S,DAL,8,0,0,NA,0,0,9,0,0,63.2,51.6,0,NA,57.4,41.6,0,0,0,0,NA,25,1,0,1,0,0,0,0,11,0,6,34,6,0,0,6,0,14,28,0,28,3,2,3,0,0,0,0,0,0,NA,2024,Defense,32004245-4c50-8906-cda2-e5c5f66a61bd,Mid-Eastern Athletic Conference,Florida A&amp;M,NA,UDFA,NA,2022,3
